,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
10,prerank,mitochondrial ATP synthesis coupled electron transport (GO:0042775),0.9029754515105674,1.7740172174325755,0.0,0.0019984355410777623,0.01,59/70,8.09%,UQCRC2;SDHA;NDUFS1;NDUFB1;NDUFS3;NDUFB8;COX6A2;NDUFB10;UQCRFS1;NDUFA9;COX10;NDUFA10;NDUFV3;NDUFS2;NDUFB2;NDUFS7;NDUFA4;NDUFS6;CYC1;UQCRC1;UQCR11;COX5A;NDUFS8;NDUFAB1;SDHC;SDHD;AFG1L;NDUFAF1;COX6B1;NDUFV2;NDUFV1;NDUFA3;UQCRH;NDUFA8;UQCRQ;NDUFB5;NDUFS4;NDUFA5;NDUFA6;COX5B;NDUFA13;NDUFB9;COX4I1;NDUFA7;NDUFB11;NDUFB7;NDUFA12;NDUFB6;NDUFB3;NDUFA11;COX6C;CYCS;COX7B;NDUFC1;NDUFA1;COX7C;UQCRB;NDUFS5;NDUFA2
11,prerank,collagen fibril organization (GO:0030199),-0.9032245843481198,-1.759577153179638,0.0,0.0,0.0,31/72,5.17%,LOXL1;LOXL3;LOX;ADAMTS2;COL14A1;COL3A1;COL8A2;COL5A2;COL1A1;CYP1B1;COL1A2;COL8A1;COL5A1;COL12A1;P4HA3;COL11A1;LOXL2;COL16A1;LUM;COL9A2;BMP1;COL6A1;COL18A1;TGFB2;COL2A1;COL6A2;LOXL4;DPT;P3H1;CRTAP;PLOD2
12,prerank,mitochondrial translational elongation (GO:0070125),0.8197145721261432,1.7348607983978024,0.0,0.007993742164311049,0.04,61/89,15.42%,GFM1;MRPL42;MRPL55;PTCD3;MRPS36;TUFM;MRPL18;MRPL39;MRPS31;MRPL30;MRPL51;MRPL28;MRPL45;GFM2;TSFM;MRPL47;MRPL3;MRPS35;MRPL4;MRPL12;MRPS27;MRPL1;MRPL9;MRPL38;MRPL14;MRPL41;MRPS9;MRPL44;MRPS28;MRPS23;MRPL37;MRPL19;OXA1L;MRPL2;MRPL50;MRPS2;MRPL15;MRPL49;MRPS33;MRPL16;MRPL46;MRPS24;MRPS15;MRPS7;MRPL34;MRPL21;MRPL58;MRPS21;MRPL53;MRPS17;MRPS18A;MRPS14;MRPS5;MRPS30;MRPS22;MRPS18B;MRPL35;GADD45GIP1;DAP3;MRPS34;MRPS25
13,prerank,mitochondrial translational termination (GO:0070126),0.8060040210425018,1.7323257023553027,0.0,0.00666145180359254,0.04,63/89,16.50%,MRPL42;MRPL55;PTCD3;MRPS36;MRPL18;MRPL39;MRPS31;MRPL30;MRPL51;MRPL28;MRPL45;GFM2;MRPL47;MRPL3;MRPS35;MRPL4;MRPL12;MRPS27;MRPL1;MRPL9;MRPL38;MRPL14;MRPL41;MRPS9;MRPL44;MRPS28;MRPS23;MRPL37;MRPL19;OXA1L;MRPL2;MRPL50;MRPS2;MRRF;MRPL15;MRPL49;MRPS33;MRPL16;MRPL46;MRPS24;MRPS15;MRPS7;MRPL34;MRPL21;MRPL58;MRPS21;MRPL53;MRPS17;MRPS18A;MRPS14;MRPS5;MRPS30;MRPS22;MRPS18B;MRPL35;GADD45GIP1;DAP3;MRPS34;MRPS25;ERAL1;MTRF1;MRPL10;CHCHD1
14,prerank,dicarboxylic acid metabolic process (GO:0043648),0.8659602006467196,1.7259524597719014,0.0,0.0068517789979808995,0.04,15/45,4.80%,PHYH;SDHA;IDH2;MDH1;ALDH5A1;DLST;OGDH;MDH2;GOT1;L2HGDH;GOT2;ME3;DGLUCY;MRPS36;SHMT1
15,prerank,mitochondrion organization (GO:0007005),0.7292759382601698,1.71436555214454,0.0,0.010991395475927692,0.08,72/150,12.90%,MTFP1;COX7A1;PPARGC1A;NDUFS1;CLUH;PINK1;NIPSNAP2;HK2;MIGA2;HSPD1;DNAJA3;SLC25A4;MFN2;AFG1L;MTX2;PHB;TRAK1;PRDX3;SIRT3;OPA1;ADCK1;ALAS1;CHCHD3;SIRT5;FMC1;RHOT2;PTCD2;ATPAF1;IMMP2L;BCS1L;TWNK;TIMM23;ESRRA;CYCS;OMA1;CHCHD10;SAMM50;MTFR1;MYH14;HSD17B10;HIGD1A;MTFR1L;AGTPBP1;TMEM70;SPG7;COX7A2;TFB1M;TOMM5;MFN1;AFG3L2;CHCHD2;TIMM44;OXA1L;MIEF2;MGME1;TRAK2;TIMM17A;TIMM10;TFB2M;TOMM40;TFAM;NUBPL;PHB2;MPV17;TIMM8B;AIFM1;DNM1L;SUPV3L1;HIGD2A;GABPA;PRKN;TIMM22
16,prerank,translational elongation (GO:0006414),0.7858133965111962,1.7138004590845894,0.0,0.011546516459560403,0.1,63/103,15.42%,GFM1;MRPL42;MRPL55;PTCD3;MRPS36;EEF1A2;TUFM;MRPL18;MRPL39;MRPS31;MRPL30;MRPL51;MRPL28;MRPL45;GFM2;TSFM;MRPL47;MRPL3;MRPS35;MRPL4;MRPL12;MRPS27;MRPL1;MRPL9;MRPL38;MTRES1;MRPL14;MRPL41;MRPS9;MRPL44;MRPS28;MRPS23;MRPL37;MRPL19;OXA1L;MRPL2;MRPL50;MRPS2;MRPL15;MRPL49;MRPS33;MRPL16;MRPL46;MRPS24;MRPS15;MRPS7;MRPL34;MRPL21;MRPL58;MRPS21;MRPL53;MRPS17;MRPS18A;MRPS14;MRPS5;MRPS30;MRPS22;MRPS18B;MRPL35;GADD45GIP1;DAP3;MRPS34;MRPS25
17,prerank,mitochondrial respiratory chain complex assembly (GO:0033108),0.8542381263953027,1.7128654728134587,0.0,0.010391864813604362,0.1,66/88,12.00%,NDUFS1;NDUFB1;NDUFS3;NDUFAF6;NDUFB8;NDUFB10;UQCRFS1;NDUFA9;NDUFA10;NDUFV3;NDUFS2;NDUFB2;UQCC1;NDUFS7;NDUFS6;NDUFS8;NDUFAB1;FOXRED1;NDUFAF1;NDUFV2;NDUFV1;NDUFA3;NDUFA8;NDUFB5;NDUFS4;ECSIT;NDUFA5;NDUFA6;NDUFA13;NDUFB9;IMMP2L;NDUFA7;NDUFB11;NDUFB7;BCS1L;NDUFA12;NDUFB6;NDUFB3;NDUFA11;OMA1;SAMM50;NDUFC1;NDUFA1;TMEM126A;NDUFS5;COX14;TIMMDC1;NDUFA2;SDHAF4;NDUFC2;NDUFAF4;LYRM7;OXA1L;COA5;TIMM21;DMAC2;SDHAF3;NUBPL;AIFM1;COX17;TTC19;TMEM126B;NDUFAF5;SDHAF2;SMIM20;SCO1
18,prerank,cellular respiration (GO:0045333),0.8920907591736782,1.7074454605680496,0.0,0.010173853663668608,0.11,31/39,9.89%,UQCRC2;ETFDH;SDHA;COQ10A;PPARGC1A;NDUFS1;ETFA;UQCRFS1;MDH2;COX10;SDHB;SLC25A13;NDUFS7;UQCRC1;NDUFS8;SDHC;ME3;SIRT3;UQCRH;ETFB;NDUFS4;NDUFA5;CYCS;UQCRB;MTFR1;MTFR1L;SDHAF4;LYRM7;OXA1L;COX15;ETFRF1
19,prerank,negative regulation of canonical Wnt signaling pathway (GO:0090090),-0.8054013854968053,-1.7007267154654544,0.0,0.003801606178610463,0.03,18/140,8.49%,FRZB;DKK3;SFRP2;APOE;SFRP1;NKD2;TPBG;MDK;IGFBP4;SOX9;BICC1;DACT1;NKD1;DACT3;SLC9A3R1;IGFBP2;PTPRO;RBMS3
20,prerank,regulation of immune response (GO:0050776),-0.8623533936928443,-1.6973486377575726,0.0,0.003421445560749417,0.03,27/84,7.09%,COL3A1;TREM2;COL1A1;COL1A2;ITGB2;TYROBP;SPN;CD300LF;FCGR2B;CD300A;FGR;CD22;CD300LD;SLAMF7;ADCY7;ITGB7;TGFB2;COL2A1;CD276;LAIR1;CD300LB;VCAM1;NPDC1;PILRA;ITGA4;COLEC12;TREML2
21,prerank,cellular response to cytokine stimulus (GO:0071345),-0.7465227605788064,-1.6907566964711742,0.0,0.005184008425377903,0.05,83/314,11.30%,IL10RA;FN1;CCR2;COL1A2;ITGB2;VAV1;SFRP1;HCK;MMP2;CSF2RB;CRLF1;VIM;PTGIS;ANXA1;IRF8;EREG;PTPN6;ADAMTS12;TLR2;TIMP1;ITGAX;IRF5;TNFRSF1B;NUMBL;PDE1B;ITGAM;CSF1R;IL1RN;HMOX1;SOX9;AIF1;PTPN7;SIRPA;SELPLG;GBA;CCR5;CSF3R;CCL5;SDC1;PLP2;IL18;SLA;DPYSL3;PTAFR;VCAM1;CASP1;PTPN18;CXCL10;HCLS1;CX3CL1;CSF2RA;PIK3CD;ASAH1;CXCR4;IL3RA;CEBPA;TWIST1;GRAP2;MYC;CD80;CRLF2;CEBPD;GAS6;IRAK4;PTPRJ;SBNO2;HGF;BATF;RHOU;CCL8;ICAM1;IL1R1;OSMR;BIRC5;EBI3;IL1RL2;TGFB1;NPNT;FOXC1;CDK9;LRP8;ZFP36L2;INPP5D
22,prerank,translational termination (GO:0006415),0.801275311193958,1.6902345687967941,0.0,0.012656758426825827,0.16,63/95,16.50%,MRPL42;MRPL55;PTCD3;MRPS36;MRPL18;MRPL39;MRPS31;MRPL30;MRPL51;MRPL28;MRPL45;GFM2;MRPL47;MRPL3;MRPS35;MRPL4;MRPL12;MRPS27;MRPL1;MRPL9;MRPL38;MRPL14;MRPL41;MRPS9;MRPL44;MRPS28;MRPS23;MRPL37;MRPL19;OXA1L;MRPL2;MRPL50;MRPS2;MRRF;MRPL15;MRPL49;MRPS33;MRPL16;MRPL46;MRPS24;MRPS15;MRPS7;MRPL34;MRPL21;MRPL58;MRPS21;MRPL53;MRPS17;MRPS18A;MRPS14;MRPS5;MRPS30;MRPS22;MRPS18B;MRPL35;GADD45GIP1;DAP3;MRPS34;MRPS25;ERAL1;MTRF1;MRPL10;CHCHD1
23,prerank,negative regulation of Wnt signaling pathway (GO:0030178),-0.7911956585614978,-1.6857506205959727,0.0,0.004752007723263078,0.05,21/158,8.49%,FRZB;DKK3;SFRP2;APOE;SFRP1;NKD2;TPBG;MDK;IGFBP4;MDFI;LRP1;SOX9;BICC1;DACT1;NKD1;DACT3;TSKU;SLC9A3R1;IGFBP2;PTPRO;RBMS3
24,prerank,negative regulation of angiogenesis (GO:0016525),-0.8485778134641054,-1.6850585704070058,0.0,0.004386468667627457,0.05,14/65,6.86%,SERPINF1;SPARC;CCR2;SERPINE1;THBS2;ISM1;SULF1;THBS4;THBS1;TGFB2;EMILIN1;NIBAN2;CXCL10;STAB1
25,prerank,fatty acid beta-oxidation (GO:0006635),0.9073929601146968,1.6833373096521647,0.0,0.013527871354987928,0.18,24/46,6.42%,ETFDH;ACAA2;ACADM;ACAD11;HADHB;IVD;DECR1;ECI1;CRAT;HADHA;ACADVL;HADH;ACAT1;ETFA;CPT2;ACADS;ACADL;GCDH;ETFB;ABCD3;ECHS1;AUH;ACOX1;AMACR
26,prerank,cytokine-mediated signaling pathway (GO:0019221),-0.7321301160229402,-1.6808297779074486,0.0,0.004073149477082639,0.05,88/409,10.65%,IL10RA;FN1;IL7R;CCR2;COL1A2;ITGB2;VAV1;HCK;MMP2;LCP1;CSF2RB;IL21R;CRLF1;GPR35;VIM;PTK2B;ANXA1;IRF8;EREG;CD300LF;PTPN6;IFI30;FCER1G;TIMP1;ITGAX;IRF5;TNFRSF1B;NUMBL;NCAM1;ITGAM;CSF1R;IL1RN;HMOX1;CD44;SRC;PRKCD;CCR5;PLVAP;CSF3R;CCL5;SDC1;PLP2;IL18;SLA;PTAFR;VCAM1;CASP1;CAPZA1;IL33;CXCL10;CX3CL1;CSF2RA;TMSB4X;PIK3CD;SPI1;ANXA2;IL3RA;CEBPA;IL18RAP;TWIST1;GRAP2;MYC;CD80;CRLF2;CEBPD;TRAF1;TNFRSF11A;IRAK4;PTPRJ;P4HB;IFIT3;HGF;BATF;RHOU;CCL8;ICAM1;IL1R1;OSMR;ILK;MAP3K14;BIRC5;CFL1;OAS3;ISG20;EBI3;IL1RL2;TGFB1;MX1
27,prerank,regulation of cellular ketone metabolic process (GO:0010565),0.8528477525764877,1.6772995283364633,0.0,0.015416502745457025,0.21,4/57,4.91%,PDK2;PDK4;SIRT5;PPARA
28,prerank,lipid droplet organization (GO:0034389),0.9376550748945801,1.6746234662673674,0.0,0.015454568184334695,0.22,3/16,1.10%,PLIN5;FITM2;FITM1
29,prerank,positive regulation of immune response (GO:0050778),-0.9055907663870059,-1.673826579943877,0.0,0.005322248650054648,0.07,14/42,5.36%,ITGB2;PTPRC;EREG;FCGR2B;ITGAM;ADAM8;SASH3;TGFB2;TLR8;CYBA;TASL;GRN;CCL5;CD74
30,prerank,fatty acid catabolic process (GO:0009062),0.8702106021228021,1.6676321245663648,0.0,0.01948474652550818,0.32,27/58,8.41%,PHYH;ACAA2;ACADM;ACAD11;HADHB;DECR1;ECI1;HADHA;ACADVL;HADH;ACAT1;LPIN1;CPT2;MMAA;NUDT7;MMUT;ACADS;ACADL;ABCD3;ECHS1;AUH;ACOX1;MCEE;PCCA;ECI2;HSD17B10;PCCB
31,prerank,cellular response to transforming growth factor beta stimulus (GO:0071560),-0.8320321732095357,-1.6619793670386438,0.0,0.005702409267915695,0.08,16/95,7.51%,COL3A1;COL1A2;LTBP2;SFRP1;TGFB3;CILP;GDF15;ITGB5;LPXN;SOX9;ARRB2;TGFB2;SRC;TGFBR1;MAPK7;ADAM9
32,prerank,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",0.9133756325482254,1.6567223757826612,0.0,0.023981226492933144,0.41,38/39,8.60%,NDUFS1;NDUFB1;NDUFS3;NDUFB8;NDUFB10;NDUFA9;NDUFA10;NDUFV3;NDUFS2;NDUFB2;NDUFS7;NDUFA4;NDUFS6;NDUFS8;NDUFAB1;NDUFAF1;NDUFV2;NDUFV1;NDUFA3;NDUFA8;NDUFB5;NDUFS4;NDUFA5;NDUFA6;NDUFA13;NDUFB9;NDUFA7;NDUFB11;NDUFB7;NDUFA12;NDUFB6;NDUFB3;NDUFA11;NDUFC1;NDUFA1;NDUFS5;NDUFA2;NDUFC2
33,prerank,negative regulation of blood vessel morphogenesis (GO:2000181),-0.8462399626800736,-1.656452737540113,0.0,0.005366973428626536,0.08,13/57,6.86%,SERPINF1;SPARC;CCR2;THBS2;ISM1;SULF1;THBS4;THBS1;TGFB2;EMILIN1;NIBAN2;CXCL10;STAB1
34,prerank,positive regulation of cytokine production (GO:0001819),-0.7547255080506817,-1.6554450370831677,0.0,0.005702409267915695,0.08,50/223,7.83%,CYP1B1;CCR2;SERPINE1;LY9;TYROBP;PTPRC;ANXA1;EREG;HPSE;HAVCR2;FGR;TLR2;FCER1G;SULF1;MDK;IRF5;SLC11A1;CSF1R;HTR2B;CLEC7A;LAPTM5;TLR1;TLR9;CCDC88B;HMOX1;AIF1;TLR8;CYBA;CD14;NFAM1;PIK3CG;CD276;SPHK1;IL18;RUNX1;CD74;IL33;F2R;SULF2;C1QTNF3;PIK3CD;LACC1;TLR7;TMEM106A;CARD11;PNP;TWIST1;RAB7B;CD80;CRLF2
35,prerank,mitochondrial respiratory chain complex I assembly (GO:0032981),0.872080448076941,1.65484897271023,0.0,0.02229833340570977,0.42,50/57,11.59%,NDUFS1;NDUFB1;NDUFS3;NDUFAF6;NDUFB8;NDUFB10;NDUFA9;NDUFA10;NDUFV3;NDUFS2;NDUFB2;NDUFS7;NDUFS6;NDUFS8;NDUFAB1;FOXRED1;NDUFAF1;NDUFV2;NDUFV1;NDUFA3;NDUFA8;NDUFB5;NDUFS4;ECSIT;NDUFA5;NDUFA6;NDUFA13;NDUFB9;NDUFA7;NDUFB11;NDUFB7;BCS1L;NDUFA12;NDUFB6;NDUFB3;NDUFA11;NDUFC1;NDUFA1;TMEM126A;NDUFS5;TIMMDC1;NDUFA2;NDUFC2;NDUFAF4;OXA1L;TIMM21;DMAC2;NUBPL;TMEM126B;NDUFAF5
36,prerank,NADH dehydrogenase complex assembly (GO:0010257),0.872080448076941,1.65484897271023,0.0,0.02229833340570977,0.42,50/57,11.59%,NDUFS1;NDUFB1;NDUFS3;NDUFAF6;NDUFB8;NDUFB10;NDUFA9;NDUFA10;NDUFV3;NDUFS2;NDUFB2;NDUFS7;NDUFS6;NDUFS8;NDUFAB1;FOXRED1;NDUFAF1;NDUFV2;NDUFV1;NDUFA3;NDUFA8;NDUFB5;NDUFS4;ECSIT;NDUFA5;NDUFA6;NDUFA13;NDUFB9;NDUFA7;NDUFB11;NDUFB7;BCS1L;NDUFA12;NDUFB6;NDUFB3;NDUFA11;NDUFC1;NDUFA1;TMEM126A;NDUFS5;TIMMDC1;NDUFA2;NDUFC2;NDUFAF4;OXA1L;TIMM21;DMAC2;NUBPL;TMEM126B;NDUFAF5
37,prerank,inflammatory response (GO:0006954),-0.808991891578924,-1.6499593094077012,0.0,0.007803296892937265,0.12,33/123,6.43%,LOXL3;CCR2;ITGB2;C3AR1;MEFV;NOX4;ANXA1;FCGR2B;TLR2;BLNK;SLC11A1;CSF1R;ADAM8;CYBB;IL1RN;TLR1;THBS1;CD44;AIF1;CYBA;CD14;NFAM1;PIK3CG;PTX3;CCR5;CCL5;C5AR1;IL18;F2R;CXCL10;CX3CL1;PIK3CD;CXCR4
38,prerank,positive regulation of response to external stimulus (GO:0032103),-0.790418290217136,-1.64921127222608,0.0,0.007983372975081972,0.13,26/96,6.62%,TREM2;CCR2;CCN4;SERPINE1;PLA2G7;EREG;LY86;TLR2;MDK;PTN;CD180;GPSM3;ADAM8;TLR9;THBS1;AIF1;TLR8;CYBA;TASL;GRN;CCL5;IL18;IL33;CX3CL1;TLR7;CEBPA
39,prerank,fatty acid metabolic process (GO:0006631),0.7174590478629598,1.6475270867310765,0.03225806451612903,0.023981226492933147,0.44,22/77,6.80%,ACADM;ACOT1;ACOT2;ECHDC3;PPARGC1A;CRAT;CPT1B;LPIN1;CPT2;LPL;MLYCD;GNPAT;NDUFAB1;CBR4;ACSL6;CD36;ABCD3;PPARA;ACOX1;ALKBH7;THEM4;ACSL1
